texto_limpo,label
maioria fazem enem terminou ensino médio diz weintraub,1.0
fake foto mostre plataforma metrô lotada após adoção rodízio carros rígido quarentena,0.0
vereador jogado esgoto população salvador boato,0.0
toffoli passa bem deve ficar afastado stf menos dias diz boletim,1.0
fachin critica comandante exército afirma pressão militares sobre stf intolerável inaceitável,1.0
fake cientista morreu dois dias após tomar vacina experimental contra covid inglaterra,0.0
enquanto presidente deus tira daqui diz bolsonaro,1.0
enganosa postagem sugere instituto butantan informou morte voluntário vacina coronavac,0.0
kassio marques admite fez pós espanha culpa tradução diz randolfe,1.0
damares contraria bolsonaro sugere home office profissionais sexo,1.0
vídeo orquestra tocando bolero ravel sobre sena paris,0.0
postagens cápsula vazia provam conspiração prefeitos contra cloroquina,0.0
cemitério abre centenas covas após aumentar enterros covid,1.0
álcool adolescência pode causar lesões cerebrais dependência,1.0
decisão libertou lula outros presos gera enganos fake news rede,0.0
unicamp precisa urgência engenheiros mecânicos manutenção respiradores boato,0.0
câmara aprova reduz contribuição empresas sistema,1.0
diagnosticado covid kevin publica foto chorando instagram,1.0
barroso disse voto impresso pode levar judicialização eleições acha danoso,0.0
médico crm cassado caso recuse prescrever hidroxicloroquina,0.0
portugal primeiro dia mortes coronavírus desde março,1.0
enfermeiro desmaiar causar vacinar coronavirus verdade,0.0
maceió macapá únicas capitais utis abaixo,1.0
ministério saúde entrega ventiladores pulmonares,1.0
biden recebeu mil votos pessoas mortas pensilvânia boato,0.0
fake mulheres comandaram arrastão ônibus brt rio,0.0
moderna pede autorização uso emergencial vacina covid eua,1.0
prefeitura abre inscrições programa auxílio natalino whatsapp boato,0.0
fake vídeo mostre ciclistas descumprindo restrições ficando pelados praia rio noite,0.0
fake lima duarte fez anúncio pílula cura qualquer tipo dor articulações,0.0
lula depressão crises choro prisão revela boato,0.0
brasil relação governo trump eua dizem especialistas,1.0
covid moraes prazo estados comprovarem uso verba dívidas união,1.0
china comprou cooperativas riedi moinho iguaçu paraná durante pandemia boato,0.0
internações crianças covid cresceu rede privada,1.0
decidi compartilhar redes momento vulnerável luta contra covid,1.0
fake primeira colheita trigo nordeste ocorreu governo bolsonaro,0.0
virology center moscou rússia descobriu covid imune maior boato,0.0
funai suspende venda terra indígenas estrangeiros mando bolsonaro boato,0.0
charlie hebdo diz capa stf acredita lula santo boato,0.0
brasil bate recorde média móvel mortes sétimo dia consecutivo casos terceiro,1.0
babás virtuais cuidando crianças meio pandemia coronavírus,1.0
cientistas argentinos desenvolvem teste coronavírus barato rápido,1.0
isolamento explosão ajudar sinalizam individualismo crise,1.0
partidos vão stf contra mudança divulgação mortes covid,1.0
cnj autoriza volta atividade presencial tribunais dias,1.0
brasileiros vindos china vão ter cinco refeições dia sairão quarto máscaras durante quarentena anápolis,1.0
evidência nova variante coronavírus mortal diz boris johnson,1.0
fake beber água cada minutos previne covid,0.0
saúde envia mil doses vacinas covid pernambuco,1.0
vídeo bolsonaro desfilando bandeira estados unidos gravado setembro,0.0
mprj pede tutela antecipada contra decreto witzel reabre economia,1.0
brasil ultrapassa mil mortes covid média móvel óbitos dia,1.0
frança incluiu lei novo critério interrupção médica gravidez possível toda gestação,0.0
gripar suíno fatal coronavírus,0.0
moro virou candidato bom saldo bancário,1.0
brasil vacinou milhões meses contra agora patina contra covid,1.0
foto mostrar mau situação hospital mídia noticiar,0.0
tite demitido seleção brasileira recusar jogar copa américa boato,0.0
renato ribeiro diretor recomenda chá erva doce vitamina contra coronavírus boato,0.0
álcool gel inflamável especialistas recomendam usar água sabão casa,0.0
patrick martin dra lidia rota vender publicam dicas sobre novo coronavírus boato,0.0
manifestantes pró bolsonaro criaram faixa dizeres todos hemorróidas boato,0.0
luiz fux stf decreta fim auxílio anistiados ditadura boato,0.0
desembargadores rejeitam ação contra secretário transportes doria,1.0
obedece ordens doria agride idoso saiu rua quarentena boato,0.0
religiosos formam rede desinformação sobre coronavírus,1.0
gleisi hoffmann sugerir faixar frase residência livrar armar,0.0
chineses saíram cidade quarentena coronavírus pedem ficou cuidar animais estimação,1.0
ministério saúde vai comprar milhões doses coronavac colocar vacina programa nacional imunização,1.0
prisão sérgio reis acaba decretada alexandre moraes boato,0.0
lonomia venenosa cascavel existe soro veneno boato,0.0
vídeo mostra caminhada respeito médicos eua gugu liberato boato,0.0
senado adia votação novo fundeb após sessão congresso estender,1.0
fake máscaras inócuas podem causar infecção garganta,0.0
infectologista lembra morte parentes covid emociona vivo,1.0
estudo universidade hamburgo aponta coronavírus menos perigoso outras doenças boato,0.0
chá folhas boldo cura coronavírus boato,0.0
fake alto nível vitamina organismo reduza quase zero chance morte covid,0.0
derek knauss encontra covid testes positivos boato,0.0
integrante mtst preso incendiando florestas amazonas boato,0.0
china mortes provocadas coronavírus casos,1.0
jurgen klopp favorável paralisação futebol inglês conter covid,1.0
senado aprova volta audiências custódia virtuais,1.0
uti hospital universitário pedro ernesto covid deixa marcas doença silenciosa,1.0
operação spoofing arquivo revela vírus origem horror,1.0
fake vacina distribuída brasil empresa chinesa produz coronavac,0.0
havan sorteando polegadas acertar número premiado boato,0.0
milhões animais morrem atropelados rodovias todo ano diz estudo,1.0
fake edição revista publicada fale novo coronavírus,0.0
ministro interior peru propõe manter toque recolher fim ano,1.0
passaporte vacinação passe vida normal afronta liberdades,1.0
tasuku honjo ganhador prêmio nobel diz coronavírus natural boato,0.0
greve caminhoneiros realizada junho boato,0.0
notícias importantes sobre coronavírus agosto,1.0
coronavírus sobe mortos eua casos confirmados,1.0
moro diz continuará defendendo aprovação projetos anticorrupção,1.0
fake nóis black friday surgir época vender escravo,0.0
maracanã dia pouco movimento protestos antes fla boavista,1.0
estudo henry ford health system insuficiente provar eficácia cloroquina contra covid,0.0
exército interceptou diálogo moro valeixo grampeados boato,0.0
tse deve deixar julgamento chapa bolsonaro mourão,1.0
aéreas prazo maior devolver passageiros dinheiro viagens canceladas diz ministro,1.0
fake oms desmentiu recomendações anteriores sobre retomada economia países afetados pandemia covid,0.0
amazônia vendida brasil outros países alemanha frança rússia etc boato,0.0
barroso diz pretende pautar ainda ano tse ação pode cassar chapa bolsonaro mourão,1.0
trump acusa fda reduzir velocidade testes vacina covid,1.0
nuvens jesus cristo anjos vistas maracaibo venezuela boato,0.0
estadão chama esquerda pequena tempo editorial hoje boato,0.0
pedido intervenção militar forças armadas assinado modesto carvalhosa desembargador boato,0.0
assessor bolsonaro médico detalham gabinete paralelo lives,1.0
exame toxicológico obrigatório motoristas aplicativo entregadores partir agora boato,0.0
empresa coreana oferece livros digitais grátis pacientes coronavírus,1.0
cuba irá reduzir voos eua outros países ante alta casos covid,1.0
verdade combustíveis caros causa icms,0.0
fake funcionários guanabara coronavírus trabalhando normalmente,0.0
maia avaliação forte insuficiente candidatar presidência,1.0
amazônia maior desmatamento mês abril década diz imazon,1.0
stf atende pedido psol pcdob dem psdb proíbe hospitais militares atenderem pacientes covid boato,0.0
fake pesquisa mit concluiu coronavírus transmitido locais temperaturas acima,0.0
cuba recebe repasse novo sistema placas mercosul veículos,0.0
benjamin netanyahu recebe vacina contra covid israel,1.0
falar voz alta pode deixar coronavírus minutos diz mit,1.0
papai genocida,1.0
provas ivermectina testada apenas vitro possa curar novo coronavírus,0.0
coronavírus sabe sobre vacina resultados preliminares positivos eua,1.0
tonel rompe causa vazamento vinho vinícola aurora boato,0.0
bolsonaro elogia collor alagoas homem luta interesse brasil,1.0
frança aprova empréstimo bilhões euros resgatar renault,1.0
fake vídeo mostre brigadistas icmbio provocando queimada criminosa reserva pantanal,0.0
vacinas contra covid brasil passaram testes segurança,0.0
ganhou loteria bélgica recebeu mail boato,0.0
tre proíbe atos campanha aglomeração causa covid,1.0
eua autorizam armazenamento vacinas pfizer temperatura normal congeladores,1.0
dinheiro pode ter dispensar servidores combatem covid,1.0
fake governo ceará enviou ninguém receber carga vacinas contra covid aeroporto,0.0
luis fernando verissimo escreveu texto sobre depilação masculina boato,0.0
balanço global coronavírus passa mortos mil contaminados,1.0
bolsonaro rivais unem extremismo mediocridade abertura congresso,1.0
fake mortes atribuídas covid itália causadas outras patologias,0.0
fake comer fruta estômago vazio pode curar câncer,0.0
durante reunião ministra italiana descobre contraiu covid,1.0
acontece antes coronavírus estudo inédito revela lições aprendidas casos graves wuhan,1.0
fake vídeo mostre petistas abrindo buraco estrada conseguir verbas,0.0
auxílio emergencial benefício parcelas veja regras,1.0
bateria tesla explode carro acaba partido meio mostra vídeo boato,0.0
lojistas temem retrocesso doria fase amarela prejudique natal,1.0
aeroporto laguardia inaugura novo terminal plena pandemia,1.0
mundo passa milhões vacinas contra covid aplicadas brasil aparece vez ranking,1.0
compre pequenos produtores comerciantes durante quarentena,1.0
lula vaiado expulso feira importados brasília boato,0.0
parece governo passa tempo comendo alfafa lambendo sal mascando,1.0
shopping funcionará horas cinema praça alimentação,1.0
foto obra tempos lula usada elogiar bolsonaro verificamos,0.0
disputa nomes urna lula ganha bolsonaro,1.0
foto manifestante cartaz contra saúde pública montagem,0.0
enfermeira khalilah mitchell paralisia facial após tomar vacina contra covid eua boato,0.0
bolsonaro deu mal base apoio progressistas encolheram,1.0
coronavírus transmissível através vinho itália boato,0.0
fundação palmares vai mudar prédio avarias,1.0
vídeo verdade sobrar foto pessoa máscara pandemia gripar espanholar,0.0
presidente lula ganhar umar estátua suar homenagem washington,0.0
presidente promove aglomeração deveria bancar oxigênio próprio bolso,1.0
covid brasil registra recuperados,1.0
reportagem italiana sobre vírus criado laboratório chinês relação covid,0.0
carta shell década mostra raridade sobre lula boato,0.0
teste anticorpos feito médico prova coronavac protege contra covid boato,0.0
frase sobrar vastidão ignorância homem pertencer nietzsche,0.0
cartão construção valor mil distribuído site boato,0.0
otimismo vacina nível diz diretor instituto butantan,1.0
sputnik veto anvisa político diz chefe comitê científico,1.0
mec culpa medo covid mídia contra abstenção enem,1.0
pazuello ganha passaporte diplomático itamaraty viaja eua boato,0.0
exército manifestantes cercaram stf prender ministros corte boato,0.0
nomeação militar defesa temer abriu brecha atual crise,1.0
sob bolsonaro tubaína pesa currículo escolha titular stf,1.0
papa francisco disse família lugar perdão existe família perfeita boato,0.0
fake invasão sistemas tse prova fraude urnas manipulação votos,0.0
foto mostra caixões vítimas coronavírus enfileirados bergamo itália boato,0.0
várias falhas nesse caso diz gilmar mendes sobre andré rap,1.0
fake mensagem atribuída robert kennedy sobre efeitos irreversíveis causados vacinas contra covid,0.0
domínio público urltoken vai desativado falta acessos boato,0.0
fake felipe neto incentivou crianças acessarem fóruns promovem pedofilia,0.0
médico elsimar coutinho morreu decorrência covid boato,0.0
covid estudo italiano propõe uso cloroquina tratamento,0.0
aplicativo sugere troca carona sexo vai chegar brasil boato,0.0
josé dirceu george soros iriam fantasiar militantes mst índios protesto brasília boato,0.0
posts opositores governistas desinformam sobre atos contra bolsonaro,0.0
falso pernambuco copiado bolsonaro bolsa família,0.0
congresso assume protagonismo inédito crimes contra vida prescrevem antes punição,1.0
brasil mil mortos covid média móvel óbitos dia,1.0
vinícola aldegheri itália cria vinho homenagem bolsonaro boato,0.0
quase insuportável brasileiros enfrentam lockdown alemanha,1.0
coronavírus mundo ultrapassa marca milhões casos diz oms,1.0
descarga tampa aberta pode espalhar vírus mostra estudo,1.0
foto mostra lula joelhos evo morales hugo chávez boato,0.0
joão doria maracanã assistir final taça libertadores bruno covas sim,0.0
padres aparecida redentoristas passam surto covid após semana santa boato,0.0
fake beber vodca uísque mate coronavírus garganta,0.0
fake general mourão fez post dizendo livros dirão bolsonaro lembrado libertar mil cubanos escravidão,0.0
senhor chegou pindamonhangaba procura mãe maria aparecida neves boato,0.0
bolsonaro precisa fazer auxílio emergencial outra vez diz lula,1.0
lula bolsonaro ciro fortaleza vira microcosmo eleição,1.0
douglas garcia pagar mil dossiê contra antifascistas,1.0
riachuelo anuncia suspendeu veiculação comerciais globo boato,0.0
familiares buscam cilindros oxigênio salvar pacientes manaus,1.0
bolsonaro ignora pesquisas mantém confiança trump fala lealdade,1.0
brasil pode descartar bilhões máscaras tecido,1.0
vazamento gás indústria química índia deixa cinco mortos centenas intoxicados,1.0
stf autorizou monitoramento chamadas mensagens whatsapp partir amanhã boato,0.0
reabertura economia anunciada grande diz meirelles,1.0
globo mostra bastidores enaltece cobertura pandemia documentário,1.0
defender ivermectina bolsonaro omite artigo recomenda estudos,0.0
bolsonaro sugere paulo guedes reforma tributária fatiada,1.0
lira presidência câmara esperem pior estarão certos,1.0
vacinas contra covid imunização massa aponta queda infecções internações israel,1.0
brasil registra média móvel casos maior desde início pandemia,1.0
viúva médico chinês alertou sobre coronavírus luz,1.0
fake governador pernambuco proibiu missas online durante pandemia coronavírus,0.0
agu entregou stf exames bolsonaro coronavírus,1.0
juiz arquiva ocorrência desacato advogado contra policiais,1.0
coronavírus segue deixando marca mundo,1.0
paes defende parceria bolsonaro contra covid flávio vai ajudar,1.0
covid avião lote chega viracopos brasil totaliza doses vacina pfizer,1.0
hospital campanha manaus luta contra covid,1.0
doria presta solidariedade moro lava jato divisor águas,1.0
mãe irmã adélio trabalhavam gabinete maria rosário boato,0.0
oms diz covid pior emergência global saúde enfrentada entidade,1.0
marcos nobre eleição deixou todos menos tamanho,1.0
google lança tradutor hieróglifos baseado inteligência artificial,1.0
espanha registra aumento mortes desde início pandemia,1.0
alemanha nova queda número casos diários covid,1.0
stf proíbe venda livro escrito rodrigo janot boato,0.0
privatização eletrobras virá poder veto união diz lira,1.0
israel derruba prédio hamas grupo islâmico dispara contra tel aviv,1.0
falsar tre anular eleição diverso cidade tocantim,0.0
eua tocam hino nacional brasil times square homenagem setembro boato,0.0
plano reabertura veja poderá fazer partir queda casos,1.0
secretário critica interior flexibilizar banalizar isolamento,1.0
pepsi celebra aniversário prêmios pesquisa whatsapp boato,0.0
beber suco cebola impede desenvolvimento problemas próstata,0.0
fake sucuri metros sido encontrada rio xingu,0.0
estados unidos vacinaram população contra covid,1.0
fake vídeo mostre ataque aéreo comboio general iraniano,0.0
livro aparelho sexual cia faz parte kit gay distribuído mec,0.0
fake kits testes covid comprados países,0.0
florianópolis justifica flexibilização confia enfrentamento coletivo,1.0
donald trump colocou abraham weintraub sob proteção fbi eua boato,0.0
ministério saúde divulgará dados covid plataforma interativa,1.0
mortes brasil bate novo recorde média móvel óbitos covid,1.0
bolsonaro reúne chefes fla vasco apelo volta futebol,1.0
câmara aprova pagamento lives recurso público,1.0
fux derruba liminar liberava abertura bares interior,1.0
manifestantes esquerda colocaram fogo banco sangue hospital chile boato,0.0
postagem sugere motivação política anvisa recusar vacina sputnik especialistas apontam critérios técnicos,0.0
cidinha campos descobriu freixo psol têm milícia secreta policiais boato,0.0
câmara rejeita requerimento tirar pec imunidade pauta,1.0
bandeiro líbano projetada pirâmide egito solidariedade vítima beirute,0.0
tse acaba censurar comentário arnaldo jabor sobre lula dilma mensalão stf boato,0.0
google manterá trabalho remoto funcionários julho diz jornal,1.0
china vacina todo mundo curou boato,0.0
brasil pode tornar epicentros pandemia diz presidente butantan,1.0
saúde autoriza leitos uti covid alagoas,1.0
imposto federal sobre gasolina cobrado nota fiscal deve devolvido boato,0.0
marcelo bretas flagrado andando bicicleta máscara queixo,1.0
defunto solto pum velório pessoa hospitalizar verdade,0.0
vídeo distorce informações sobre cloroquina usando bula novalgina,0.0
glenn greenwald internar pressa overdose cocaína,0.0
fake print conversa moro dallagnol sobre sentença lula,0.0
lula aparece bêbado vídeo após decisão fachin anula condenações boato,0.0
ford desiste fechar fábricas vai sair brasil boato,0.0
ter milhões doses vacina prateleira usar doloroso,1.0
brasil mortes covid aponta consórcio veículos imprensa atualização,1.0
verdade jeanine añez declarar traço ariano nórdico,0.0
ciência levará anos compreender dinâmica riscos covid diz pesquisadora,1.0
carlos bolsonaro expulso redes sociais facebook instagram twitter ordem gilmar mendes boato,0.0
deputado daniel silveira cometeu burricídio,1.0
homem provocar manuela ávila policial escoltar presidente lula,0.0
bolsonaro chama renan vagabundo diz cpi covid comete crime,1.0
comprovação vacina pfizer causado paralisia bell voluntários,0.0
receita federal libera inscrição novos cpfs mail custo qualquer idade,1.0
fake foto mostre renata vasconcellos máscara aglomeração virada ano,0.0
romário critica desafio tik tok faz piada aparência pessoas,1.0
fake foto mostra doria pichando símbolo comunista muro,0.0
coronavírus prefeito paraguai reforça fronteira brasil cavando trincheiras,1.0
lenta retomada china indica rota difícil economia global,1.0
paraíba recebe doses vacinas covid,1.0
spit first escrito tatuagem anitta boato,0.0
lula primeiro ranking líderes corruptos história boato,0.0
estudar pessoa letra feio inteligente,0.0
foto umar idoso participar umar manifestação maio,0.0
fake vídeo mostre filha ator josé abreu agredindo verbalmente funcionários quiosque rio,0.0
verdade sobrar umar sacola parecer caminhar mear ruir,0.0
nuvem gafanhotos desvia brasil vai twitter forma memes,1.0
verdadeiro vídeo publicado bolsonaro mostra comboio levando alimentos araraquara,0.0
bombeiros defesa civil alertam pessoas retirem eletrodomésticos tomadas causa calor boato,0.0
filho novo bolsonaro ganhou cargo secretaria especial cultura,0.0
bolsonaro descobre roberto carlos usou lei rouanet tira coroa rei boato,0.0
oswaldo eustáquio alvo mandado prisão domiciliar usará tornozeleira,1.0
friends causa crise jen aniston lisa kudrow nada tão bom,1.0
reino unido inicia nova abordagem teste massa covid liverpool,1.0
saúde antecipa vacinação contra covid parte forças segurança salvamento forças armadas,1.0
postagens enganosas sobre riscos cada vacina contra covid consideram benefícios,0.0
charlie hebdo publica charge bolsonaro fazendo cocô bandeira brasil boato,0.0
china fase coronavac porque quer brasileiros cobaias boato,0.0
fake governo alemanha recomendou substituir tapete pano água sanitária evitar covid,0.0
bolsonaro sabia manifestante morreu usar foto post diz família,0.0
site tse sofre instabilidade vésperas eleições,1.0
papa francisco disse vacinado sangue cristo oração boato,0.0
stf valida lei mato grosso permite venda bebida alcoólica estádios,1.0
aplicativo conecte sus controle vacinação contra covid palma mão saiba usar,1.0
fugitivo polícia esconder ferrari caminhão verdade,0.0
cruzeiros voltam veneza após ano viagens restrições pandemia,1.0
ditador comunista angola amigo lula matando crianças cristãos boato,0.0
tabela datasus mostra mortes ocorridas aponta covid grave boato,0.0
freira fala verdade denunciar vacinas plano papa bill gates exterminar população boato,0.0
portal transparência registro civil mostra pandemia covid brasil boato,0.0
porcentagem candidatos paulo prova fraude eleições boato,0.0
bill gatar criar umar vacinar chip líquido parir controlar humanidade,0.0
fake imagem mostre ferimentos causados vacina pfizer biontech pés voluntária eua,0.0
coronavírus milhões pessoas mundo árabe impossibilitadas lavar mãos,1.0
fake trump mandou tocar hino nacional brasil setembro nova york,0.0
deixamos ninguém atendimento pandemia diz covas,1.0
funciona paciência diz pesquisador novo estudo cloroquina,1.0
datena vai programa rádio desiste candidatura neste ano,1.0
mec publica portaria permite suspender pagamento parcelas fies,1.0
eua têm hospitalizados covid agora onda diz opas,1.0
israel prorroga confinamento vez tentar conter covid,1.0
agora assim fadiga vídeo reuniões presenciais devem diminuir,1.0
vídeo mostrar chinês cuspir parir espalhar coronavírus pelar mundo verdade,0.0
butanvac teste inclui vacinados total condição analisar eficácia dizem especialistas,0.0
fake foto mostre bolsonaro jovem uniforme exército abraçando outro militar,0.0
vila olímpica jogos tóquio custou milhões rio valor milhões boato,0.0
goleiro sidão voltar parir escuro triste constrangimento viver,0.0
instagram muda regras fotos seios após protesto influenciadora plus size,1.0
defensoria pública pede stf conceda regime domiciliar presa anos,1.0
ibama coloca fogo mata culpar governo bolsonaro mostra vídeo boato,0.0
lula agradece marcola pcc discurso após sair prisão boato,0.0
fake imagem livro cristalizado bíblia encontrada fundo oceano,0.0
covid governo anuncia chegada mil doses coronavac,1.0
seringas soro fisiológico sendo aplicadas idosos brasil boato,0.0
aurora espera confirmação oficial sobre frango coronavírus china,1.0
toffoli defende isolamento evitar avanço coronavírus,1.0
após pressão congresso ernesto araújo deixa comando itamaraty,1.0
bolsonaro castigou carrefour multas após morte cachorro boato,0.0
véspera reunião bolsonaro pacheco cita caminho união caos,1.0
fake imagem mostra bolsonaro comitiva contemplando lula museu,0.0
david almeida avante vota discrição manaus após falecimento mãe,1.0
fake cidade itaperuna curado pacientes covid,0.0
diz escandalosa mensagem astrônomo carl sagan enviou extraterrestres,1.0
bundesliga planeja retorno maio encerrar campeonato junho,1.0
mutação identificada brasil pode afetar alcance proteção vacinas,1.0
fake água abacaxi quente mata células cancerígenas,0.0
coronavírus esgoto revela deficiências saneamento brasileiro,1.0
mpe favorável live caetano veloso campanha manuela ávila,1.0
bolsonaristas fazem campanha coronel exército mec,1.0
prefeitura rio veta piscinas mantém uso praias,1.0
prefeitura recebe mil inscrições mães trabalhar escolas,1.0
pesquisadores criam ferramenta analisar cérebro bebês recém nascidos objetivo prevenir doenças,1.0
silêncioestratégico forte antídoto venturinis sikêras,0.0
médico denuncia vacina chinesa aplicada teste brasileiros boato,0.0
base americana intercepta mísseis irã sistema rastreamento mostra vídeo boato,0.0
celular adélio bispo autor facada contra bolsonaro sim periciado,0.0
vida única província italiana coronavírus,1.0
áustria implementará terceiro confinamento rígido natal,1.0
fake pesquisa mostra vapor eucalipto protege ambientes coronavírus,0.0
janeiro ultrapassa dezembro número mortes covid indicam secretarias saúde,1.0
senado aprova indicações agências reguladoras anpd,1.0
decisões stf contra bolsonaro dentro atribuições corte,0.0
hospitais beirute líbano vivem situação crítica após explosão aumento casos covid,1.0
bolsonaro início projeto amazônia conectada leva internet fibra ótica região mostra vídeo boato,0.0
governo ceará municípios estado devem informar execução orçamentária março,1.0
apenas devemos escrever data completa documentos boato,0.0
andré esteves presidente btg trás revista veja editora abril boato,0.0
doses janssen doadas eua brasil aprovadas anvisa,0.0
rússia soltou leões ruas pessoas fiquem casa quarentena boato,0.0
vídeo plandemic viraliza informações falsas sobre covid,0.0
oito bebês orfanato tóquio diagnosticados coronavírus,1.0
fake bebê anos morreu após receber vacina pfizer durante teste,0.0
pedidos empréstimo setor elétrico somam bilhões diz aneel,1.0
vídeo italiana rai prova coronavírus covid criado laboratório china boato,0.0
oyama colapso saúde manaus faz pazuello gaguejar cpi,1.0
sete jogadores bayern incluindo lewandowski testaram positivo covid boato,0.0
vídeo mostra aparelho bolinha faz movimento perpétuo verdade,0.0
copa américa pode gota água onda estourar brasil diz miguel nicolelis,1.0
brf vagas emprego compartilhar link whatsapp boato,0.0
empreitada criminosa saúde pará atuação essencial governador diz ministro stj,1.0
covid pazuello elogia stf autonomia estados contraria bolsonaro,1.0
fake homem ateou fogo agência poupatempo bangu,0.0
sérgio moro acaba escolhido maior líder mundo fortune boato,0.0
vídeo mostra fogo aeroporto dubai emirados árabes unidos boato,0.0
fachin vota restrição política segurança pública wilson witzel,1.0
macron proporá transferir vacinas países ricos áfrica,1.0
capes suspende dias pagamento dívidas bolsistas,1.0
frança prepara força policial manter quarentena feriado páscoa,1.0
eua crise clube strip aposta delivery show drive through,1.0
sargento detido cocaína voo fab espanha vira réu tráfico internacional,1.0
google lança bicicleta anda sozinha mostra vídeo boato,0.0
ministros países pedem campanha vacinação conjunta,1.0
mulheres decoram unhas combinar máscaras tecido veja exemplos,1.0
nebulização hidroxicloroquina cura covid boato,0.0
live moro diz conservador liberal prova reacionário,1.0
arminio fraga critica intervenção estatal petrobras pede privatizações,1.0
fake vídeo mulher jogando lixo rua gravado durante enxurrada rio,0.0
ministério saúde estado amazonas atuam juntos enfrentamento covid,1.0
fake foto mostre criminosos passando eletricistas meio pandemia coronavírus,0.0
homem recusa usar máscara preso rio diz guarda municipal,1.0
covas aposta inexperiência boulos mira gestão pandemia,1.0
azul personalizou avião cores flamengo fazer transportes aéreos boato,0.0
governo groenlândia dará duas esposas cada homem mudar boato,0.0
joice hasselmann bateu carro festa clandestina boato,0.0
senado aprova projeto institui canal contra maus tratos idosos,1.0
checamos afirmações sobre lei aborto aprovada nova zelândia,0.0
incrível foto animar realmente verdadeiro falso,0.0
auxílio emergencial parlamentares defendem voltar pagar mês,1.0
senado aprova autoriza união repassar bilhões estados municípios,1.0
mansão lula uruguai citada delação palocci boato,0.0
casos ativos coronavírus itália caem dia seguido,1.0
renan aponta contradições nise yamaguchi cpi covid,1.0
sebastião melo mdb eleito prefeito promessa reabrir porto alegre,1.0
fake uso prolongado máscara contra coronavírus leva quadro intoxicação baixa oxigenação organismo,0.0
comprovação reações adversas notificadas anvisa causadas vacinas,0.0
governo amazonas estuda acolher pacientes covid outros estados,1.0
strip balada las vegas ainda voltou cidade pecado,1.0
fbi cia descobrem professor espião governo chinês brasil boato,0.0
presidente fhc movimento terra farão aliança contra bolsonaro,0.0
lula dilma consequências menos negativas bolsonaro,1.0
comediante dave chappelle covid shows cancelados,1.0
fake bolsonaro aposentou exército insanidade mental,0.0
álcool gel ungido contra coronavírus vendido universal boato,0.0
trump faz oração saúde bolsonaro mostra vídeo boato,0.0
onu pede vacina contra coronavírus acessível todos,1.0
cinco imagens atribuídas marcha pró trump novembro apenas verdadeira,0.0
policiais chile flagrados cheirando cocaína antes manifestação boato,0.0
nasa afirmar asteroide atingir terra outubro,0.0
avicultores suinocultores atacados população faminta argentina boato,0.0
morto fumando caminhão mostra pandemia fraude boato,0.0
fabricante busca eua avião levar carreta oxigênio manaus,1.0
rússia introduz período quarentena semanas chegadas reino unido,1.0
saúde monitora eventos adversos pós vacinação covid,1.0
falcão tirou mário quintana ruas após poeta despejado hotel boato,0.0
inss agu recorre decisão suspendeu retorno peritos trabalho presencial,1.0
câmara aprova texto base linha crédito micro pequenas empresas,1.0
compete governo causar pânico diz mourão sobre atuação federal pandemia,1.0
fake médico chinês morreu tomar coronavac,0.0
enganoso afirmar resultado enquete sobre voto impresso reflete opinião população,0.0
google fecha acordo milhões empresa comunicação australiana após resistência nova lei,1.0
doria máscara primeiro tomar vacina chinesa contra covid boato,0.0
alta casos variante britânica faz itália manter estações esqui fechadas,1.0
relator diz reforma administrativa constitucional defende aprovação,1.0
novo surto china sinais coronavírus pode mutação,1.0
coronavírus anuncia redução tarifa gás natural partir maio,1.0
sob bolsonaro brasil restaurou monarquia,1.0
grupo whatsapp resistência psol uepa planeja infectar pessoas coronavírus boato,0.0
correlação aumento casos covid chile uso coronavac enganosa,0.0
foto mostrar bolsonaro trump telão times square real,0.0
paulo guedes sapatos apenas meia durante pronunciamento bolsonaro boato,0.0
minas gerais estuda criar mil leitos atender pacientes covid,1.0
arrecadação federal cai maio pior dado mês desde,1.0
após covid doria testa funcionários palácio bandeirantes,1.0
vamos rebaixar diz eduardo leite após acionar stf contra bolsonaro,1.0
brasil países doses vacina covid reservadas,1.0
fake peru suspendeu testes coronavac problemas neurológicos voluntário,0.0
coronavírus oms afirma pandemia controlável pede esforço mundial,1.0
covid mortes país bate média óbitos vez,1.0
bolsonaro presidentes fla vasco descumprem normas meio pandemia,1.0
vídeo mostra chuva granizo shopping maringá botucatu boato,0.0
fake covid plano internacional controle redução população lançado,0.0
liga campeões jogo volta city real madrid pode sofrer mudanças,1.0
fake imagem mostra inscrição covid vagão trem,0.0
pastor milton ribeiro mec vitória bancada evangélica,1.0
funcionário gol flagrado roubando bagagens avião mostra vídeo boato,0.0
inicia fase restritiva colapso mantém missas jogos,1.0
após ameaças corte doria anuncia investimento fapesp,1.0
corinthians calote padaria donos vão justiça cobrar mil boato,0.0
enem sim alunos prejudicados diz presidente inep,1.0
papa manifestou sobre legalização aborto argentina boato,0.0
telegram admitir converso vazar lavar jato adulterar hackers,0.0
ministros stf tom ameaça nota heleno desviar foco vídeo,1.0
semana brasil setembro impulsionar economia apesar pandemia,1.0
prefeito impõe toque recolher melhor quebrar perder vida,1.0
coronavírus imigrantes sendo expulsos eua cerca minutos,1.0
governo bolsonaro flexibilizou março exigências exportação madeira brasileira,1.0
entidades recomendam vacina contra covid gestantes diabetes obesidade hipertensão arterial,1.0
